productid,quantity,event,messageid,userid,orderid
product-154,1,OrderEvent,cb2ed745-c049-4591-90ac-5aa6dcbd0fa4,user-64,66732
product-602,2,OrderEvent,dcc892b5-591f-4cd5-b824-1677da5c973b,user-265,66733
product-557,2,OrderEvent,9a89a6e5-8cba-48bc-b5a9-85216e3ab526,user-405,66734
product-109,3,OrderEvent,63d943f1-f3ce-4849-acfa-2013be735492,user-415,66735
product-220,1,OrderEvent,3c683cc8-b809-44cc-b794-43b116806dfa,user-115,66736
product-137,2,OrderEvent,3c683cc8-b809-44cc-b794-43b116806dfa,user-115,66736
product-473,1,OrderEvent,8a11bfd0-e509-413f-b2ec-f3b71bda578a,user-211,66737
product-92,1,OrderEvent,dd891224-38ba-49cd-971d-a267d74bfa0a,user-77,66738
product-7,3,OrderEvent,19cd3a34-2363-452e-884b-391abf8ad001,user-141,66739
product-405,1,OrderEvent,bea9d9a8-b646-4d46-bb5f-6edb89a099c6,user-139,66740
product-376,2,OrderEvent,bea9d9a8-b646-4d46-bb5f-6edb89a099c6,user-139,66740
product-308,2,OrderEvent,2b757162-a6ba-4242-b907-0d52d127d0ab,user-126,66741
product-220,3,OrderEvent,8b4776cd-dc7e-4e0c-9b1b-9cf894c31901,user-263,66742
product-113,2,OrderEvent,3adbb4f2-f627-46d8-b6a7-8c39206407aa,user-138,66743
product-109,2,OrderEvent,dad25094-dbfd-4cb6-9734-015cb23ab8c3,user-43,66744
product-928,1,OrderEvent,dad25094-dbfd-4cb6-9734-015cb23ab8c3,user-43,66744
product-196,2,OrderEvent,9f6347c0-a676-43ee-93b7-816b1b351b56,user-116,66745
product-383,3,OrderEvent,95015b7c-9e7a-44c5-bdbb-4e5020ed0466,user-296,66746
product-241,2,OrderEvent,ef58ecff-2c61-417c-8721-7851726ad015,user-342,66747
product-134,3,OrderEvent,76009735-a7cb-4c44-847a-d1e4ef5fdc6e,user-37,66748
product-34,3,OrderEvent,51ecd356-bf8d-446d-b578-f9fa2664b1c1,user-50,66749
product-529,1,OrderEvent,e4db5440-b208-47d0-b7b9-c8497d76abee,user-268,66750
product-17,2,OrderEvent,e4db5440-b208-47d0-b7b9-c8497d76abee,user-268,66750
product-423,1,OrderEvent,21d97bba-ff80-4885-ad32-f8918b42d767,user-321,66751
product-606,3,OrderEvent,7b332ecf-e9e0-4638-b3e6-0219784172ff,user-379,66752
product-336,2,OrderEvent,7b332ecf-e9e0-4638-b3e6-0219784172ff,user-379,66752
product-329,1,OrderEvent,99ac90ac-daa8-4ec3-8fe8-7c20ae4082bf,user-9,66753
product-488,3,OrderEvent,e09c7e73-4ad7-422b-bb44-880c23bc07cb,user-318,66754
product-193,3,OrderEvent,429dd344-a0b7-4a9d-9f70-bd627eff3b9b,user-36,66755
product-361,2,OrderEvent,9866e86e-e00f-4931-ac06-dbe34d9c4dd7,user-151,66756
product-156,2,OrderEvent,dd315447-4af1-4447-ad04-ef9b5cfa5ddd,user-190,66757
product-212,1,OrderEvent,33e1a611-3af3-4cdc-80b7-d39011a3f92f,user-3,66758
product-261,2,OrderEvent,bdf38a7a-85b0-4836-87fb-6b951f65c6d0,user-60,66759
product-104,3,OrderEvent,a6ebef0d-33ff-44ca-bc21-c9bfc884ddca,user-39,66760
product-572,2,OrderEvent,a6ebef0d-33ff-44ca-bc21-c9bfc884ddca,user-39,66760
product-101,2,OrderEvent,a6ebef0d-33ff-44ca-bc21-c9bfc884ddca,user-39,66760
product-58,2,OrderEvent,0194f79e-a88d-4ee0-9686-9e8f8dc8043f,user-43,66761
product-37,2,OrderEvent,e84fd27d-13fa-40be-b45f-ae5407798a83,user-29,66762
product-472,2,OrderEvent,83855c1f-5353-4f93-a1d3-5ba3126fa884,user-49,66763
product-224,3,OrderEvent,5cbf8c1f-1aca-4399-a982-84d4f27b111a,user-10,66764
product-56,1,OrderEvent,1235a050-3a0d-4b43-b448-675292d01a9d,user-1,66765
product-133,2,OrderEvent,0e9c1447-3d2c-454e-845b-fbe9719bdd63,user-17,66766
product-557,3,OrderEvent,3a0873a5-2076-479f-aad0-52b98c9d0d22,user-48,66767
product-154,2,OrderEvent,436c1423-ba31-4f6b-ab16-595986a138b1,user-20,66768
product-34,1,OrderEvent,436c1423-ba31-4f6b-ab16-595986a138b1,user-20,66768
product-5,2,OrderEvent,bb3f1c24-8384-400d-bfc1-72aeb44d6b4c,user-160,66769
product-111,1,OrderEvent,b52d081c-ea7c-4317-9c13-fd5458a8203f,user-80,66770
product-48,2,OrderEvent,b52d081c-ea7c-4317-9c13-fd5458a8203f,user-80,66770
product-332,1,OrderEvent,0545642c-2931-4da2-b7ff-3f131159b004,user-316,66771
product-62,3,OrderEvent,6b075ba7-3e62-41d2-95aa-e1b7c46da104,user-137,66772
product-77,1,OrderEvent,4adc4bb9-555f-46cc-8101-c2f106a764ec,user-79,66773
product-144,1,OrderEvent,566ba524-3a0e-481e-8dcd-02245275b918,user-66,66774
product-283,1,OrderEvent,e74ec37a-2d71-4baa-8676-9e51284bb951,user-172,66775
product-937,1,OrderEvent,42eee554-5f0a-427c-9be9-aa882c03abdb,user-128,66776
product-153,2,OrderEvent,42eee554-5f0a-427c-9be9-aa882c03abdb,user-128,66776
product-173,3,OrderEvent,9f2627d8-895f-462d-8f65-631c89426342,user-88,66777
product-161,3,OrderEvent,51af1c03-011a-486c-8087-c5f61942860f,user-52,66778
product-857,1,OrderEvent,81809102-f18c-481e-8f59-3c36729b5e5f,user-475,66779
product-107,3,OrderEvent,ce19b99c-f2db-4529-9a5d-569fb4b03c7e,user-66,66780
product-109,2,OrderEvent,f25c1668-2ad6-4f98-864c-853d982a3d38,user-72,66781
product-938,3,OrderEvent,83795568-237b-4faf-9780-4c14a775e604,user-342,66782
product-76,2,OrderEvent,5ad28054-cff8-4275-9cf9-f21bfa0f02da,user-36,66783
product-335,2,OrderEvent,65711d35-4dfb-43fb-976c-bb04cec20e6a,user-159,66784
product-179,2,OrderEvent,65711d35-4dfb-43fb-976c-bb04cec20e6a,user-159,66784
product-512,1,OrderEvent,0177bf04-fb63-486b-b427-b9af36c83205,user-265,66785
product-266,1,OrderEvent,e0ae0d15-d235-4397-8532-a0f7c393c413,user-396,66786
product-963,1,OrderEvent,b9e6327d-07f6-499e-a20f-19e12e038c38,user-343,66787
product-778,1,OrderEvent,dfb471f6-e987-480b-b5b5-079c4b361507,user-286,66788
product-494,2,OrderEvent,5d817b00-ea59-47a5-b2d3-6b051037529c,user-204,66789
product-78,2,OrderEvent,aad8e177-736f-4cc5-84ca-d1eb9a447d51,user-71,66790
product-299,2,OrderEvent,086c6398-ff57-445f-aa7a-e0411b0268e4,user-285,66791
product-660,2,OrderEvent,489fdc12-33de-4695-97d1-4aebfe3baa96,user-19,66792
product-702,2,OrderEvent,489fdc12-33de-4695-97d1-4aebfe3baa96,user-19,66792
product-634,3,OrderEvent,7e5d054d-004e-486c-9458-0d38d4d552db,user-245,66793
product-507,1,OrderEvent,b514a01f-dcab-48d8-a400-52f8f8649751,user-46,66794
product-916,3,OrderEvent,0caa7141-2172-49e8-ab63-29f206c3adf3,user-87,66795
product-44,3,OrderEvent,756cc2a3-864c-4bd4-9b31-3f491e65c144,user-137,66796
product-144,2,OrderEvent,a446a1b3-b3ef-4a22-a852-b37501478eb7,user-38,66797
product-426,3,OrderEvent,7963fd4f-ba57-4b25-8912-4a7ed46778f9,user-273,66798
product-559,3,OrderEvent,26fd73fe-e0c7-4723-a1ea-21d5fb6fea15,user-364,66799
product-294,2,OrderEvent,9bd89f7c-85ef-4842-8c73-d8c5ca4a9156,user-99,66800
product-230,1,OrderEvent,9bd89f7c-85ef-4842-8c73-d8c5ca4a9156,user-99,66800
product-229,1,OrderEvent,9bd89f7c-85ef-4842-8c73-d8c5ca4a9156,user-99,66800
product-70,1,OrderEvent,87e41e67-d184-40d4-b055-1b0949ff42cd,user-25,66801
product-159,1,OrderEvent,65810357-ead0-4703-b279-4bd76b974fd1,user-71,66802
product-738,2,OrderEvent,ee470a93-0184-4406-90e4-8cb06ef69c41,user-418,66803
product-194,1,OrderEvent,8fcf07d1-3ba6-4b08-b500-890c9605708a,user-44,66804
product-108,2,OrderEvent,cc32d80b-5272-4cd8-80d2-7eb3980f10a9,user-59,66805
product-462,2,OrderEvent,4c251eb1-6e9f-44cf-9d48-4698f96fd2a5,user-304,66806
product-573,3,OrderEvent,f3ec4306-075e-4a2e-b72a-cb5f72c2e396,user-241,66807
product-695,3,OrderEvent,9f603fb8-332c-48dc-bf68-6b495b8df791,user-323,66808
product-97,1,OrderEvent,9f603fb8-332c-48dc-bf68-6b495b8df791,user-323,66808
product-25,1,OrderEvent,80159a8b-fd7b-4ea3-a1ce-fbf44cf8c611,user-15,66809
product-384,1,OrderEvent,5de1573d-476f-4b8e-963e-203153585bc8,user-21,66810
product-185,1,OrderEvent,5de1573d-476f-4b8e-963e-203153585bc8,user-21,66810
product-208,3,OrderEvent,97e9705a-8420-427b-9b68-dd7db076f5fd,user-13,66811
product-279,2,OrderEvent,2ec4286d-3b22-44dd-a4b4-c4e3b46de8a2,user-177,66812
product-768,1,OrderEvent,46a0359e-6dc2-4422-bfb6-fe77b00a502a,user-336,66813
product-71,3,OrderEvent,962942f5-2602-433f-812c-70779414383c,user-68,66814
product-193,1,OrderEvent,ca66da63-073a-4507-9e8c-127aff2b07e7,user-197,66815
product-400,3,OrderEvent,25456e55-36e0-46df-b0d6-e8b12ce53937,user-145,66816
product-579,2,OrderEvent,25456e55-36e0-46df-b0d6-e8b12ce53937,user-145,66816
product-212,2,OrderEvent,2c5866a6-88ca-401b-b46a-e18e69fd4639,user-130,66817
product-174,2,OrderEvent,d2c81d0e-42cc-4533-9db4-8c99de6b20d1,user-159,66818
product-329,1,OrderEvent,0525fab9-a547-42d1-a373-68693078e3a7,user-108,66819
product-94,2,OrderEvent,6dc3a923-ae30-47df-bd9e-54cc80419096,user-67,66820
product-296,2,OrderEvent,6dc3a923-ae30-47df-bd9e-54cc80419096,user-67,66820
product-298,3,OrderEvent,3f627e0f-d79d-4fd1-adfe-805e9d5c21f4,user-496,66821
product-268,1,OrderEvent,5fee336c-a2b9-4cc9-8d6e-ee21b0570050,user-18,66822
product-211,1,OrderEvent,d892e842-c80b-4943-bcf7-fe3a51c76ed6,user-27,66823
product-414,2,OrderEvent,5c9afe5e-f8cf-4c2e-adc7-9adee1561eef,user-500,66824
product-769,1,OrderEvent,82aaef3d-eb8f-4903-8201-c3d91db1dab7,user-104,66825
product-76,1,OrderEvent,4a02fb2d-2986-488f-af0b-efceed37c41c,user-99,66826
product-799,2,OrderEvent,852ab98e-7037-491f-8f97-e00add2b19d0,user-59,66827
product-241,3,OrderEvent,7921053a-ac4d-4ce8-9dd5-4c067e378a62,user-63,66828
product-989,3,OrderEvent,0c0587ea-3593-497e-b356-6c0e10c91de7,user-229,66829
product-329,1,OrderEvent,794b1318-9519-4f44-baee-3a920a9983f9,user-21,66830
product-325,1,OrderEvent,794b1318-9519-4f44-baee-3a920a9983f9,user-21,66830
product-21,1,OrderEvent,cce9379c-e0a8-4ac8-9091-a0951ab96a87,user-54,66831
product-167,3,OrderEvent,cdc4b070-7651-44f6-a75d-9a1a5afc999f,user-194,66832
product-94,1,OrderEvent,cdc4b070-7651-44f6-a75d-9a1a5afc999f,user-194,66832
product-386,2,OrderEvent,1662bf86-da9a-4f35-abad-25c30af3fde9,user-45,66833
product-191,3,OrderEvent,274f6385-43c9-4b96-83db-f63231d2191b,user-198,66834
product-733,1,OrderEvent,97178b88-2b25-472a-929d-0de6463a49c2,user-375,66835
product-371,1,OrderEvent,2bd71d3f-c711-4b96-88a8-33d37d240ec8,user-1,66836
product-333,1,OrderEvent,bb9672df-f856-409b-9611-5329e96198fd,user-57,66837
product-3,3,OrderEvent,73bf5f90-8deb-4a42-ad34-63dfe53ab892,user-43,66838
product-219,1,OrderEvent,eaae6d68-b679-4884-bcfa-2d2f0b0bee91,user-134,66839
product-64,2,OrderEvent,1943f27f-91b0-466c-b95d-2f1d9d20fa14,user-160,66840
product-138,2,OrderEvent,1943f27f-91b0-466c-b95d-2f1d9d20fa14,user-160,66840
product-553,1,OrderEvent,0de5c601-7674-4cce-8afe-908d4c8774d8,user-123,66841
product-510,2,OrderEvent,18664ff7-0ca6-4021-9a43-2c599987df01,user-22,66842
product-138,2,OrderEvent,c4aee784-00c4-4af5-902d-097788d526ef,user-3,66843
product-878,1,OrderEvent,eda096ec-3c00-4c22-8632-e55257d0119e,user-290,66844
product-56,1,OrderEvent,0dd00d92-7d7f-4a2b-8bd2-b69554d108f4,user-229,66845
product-110,1,OrderEvent,6a02e219-ee4d-4695-9494-b208a5b0b18e,user-195,66846
product-603,1,OrderEvent,7a42843b-85da-4fa5-87ec-ca2140f9bc69,user-65,66847
product-253,1,OrderEvent,cf1ccd98-dc31-44c1-81c9-2a13dc4b631e,user-161,66848
product-63,2,OrderEvent,cf1ccd98-dc31-44c1-81c9-2a13dc4b631e,user-161,66848
product-87,1,OrderEvent,1d07768d-b862-4825-bd97-7d3e45571698,user-227,66849
product-59,2,OrderEvent,9aca0179-92df-4732-a3c7-6191f74f1a78,user-28,66850
product-477,2,OrderEvent,9aca0179-92df-4732-a3c7-6191f74f1a78,user-28,66850
product-166,1,OrderEvent,3a7d2573-6220-4dd8-93c0-f96c119a7eb8,user-31,66851
product-438,2,OrderEvent,74541bf1-c5af-402a-ba10-9d39ecd212ca,user-79,66852
product-181,2,OrderEvent,23477a08-98e3-4957-8301-5609739b6082,user-352,66853
product-141,1,OrderEvent,4afb601f-e498-4961-ba0a-ebaf137ccf68,user-88,66854
product-148,2,OrderEvent,19aa2fde-db5d-4c3e-a01a-9851d36ef3ec,user-73,66855
product-120,3,OrderEvent,674d3c81-be51-4dad-8eae-ff921ac334d7,user-88,66856
product-621,2,OrderEvent,674d3c81-be51-4dad-8eae-ff921ac334d7,user-88,66856
product-314,1,OrderEvent,947701b0-2e17-4215-bdb7-250eee481d47,user-38,66857
product-280,2,OrderEvent,f0e7f8c7-9e77-4519-93db-d5d0e5373c80,user-76,66858
product-348,3,OrderEvent,6c064062-2506-41eb-8642-21911b0af886,user-24,66859
product-612,3,OrderEvent,ae37baf4-2f04-4b33-9dc8-bda3b7fa4108,user-203,66860
product-9,2,OrderEvent,ae37baf4-2f04-4b33-9dc8-bda3b7fa4108,user-203,66860
product-102,1,OrderEvent,6aa72aa5-63c8-477d-84cc-47ca23fde18a,user-66,66861
product-569,1,OrderEvent,dbfcbc0e-000f-44cf-bb98-1e5dd6218364,user-202,66862
product-491,3,OrderEvent,80a90ec5-ebfa-46ff-8937-f0bc83883721,user-164,66863
product-389,1,OrderEvent,b12568bd-31ad-4849-8be6-198e480b20b5,user-247,66864
product-549,1,OrderEvent,b12568bd-31ad-4849-8be6-198e480b20b5,user-247,66864
product-185,2,OrderEvent,e1a488d8-bdf6-4419-aa88-75d25b6b05d3,user-180,66865
product-642,1,OrderEvent,a5c40865-16d1-4b4f-918c-da78aa585304,user-30,66866
product-524,2,OrderEvent,dfb67d57-f3bc-4c18-8589-0dae0f0455b1,user-29,66867
product-76,2,OrderEvent,4660019c-ff1c-402e-954b-5eeb935acc16,user-85,66868
product-265,1,OrderEvent,1768a63b-ddb4-46e3-8dc2-421a51817fd0,user-42,66869
product-124,3,OrderEvent,6279ee94-4f0c-4817-89bc-e2fa67e4d49b,user-232,66870
product-97,1,OrderEvent,6279ee94-4f0c-4817-89bc-e2fa67e4d49b,user-232,66870
product-148,1,OrderEvent,1cb9bf0c-c984-4021-8903-4ff6e3659137,user-194,66871
product-217,3,OrderEvent,eb9ada55-f549-4fea-86f6-5cfc6400ada1,user-55,66872
product-2,1,OrderEvent,eb9ada55-f549-4fea-86f6-5cfc6400ada1,user-55,66872
product-962,3,OrderEvent,e61247a6-ca45-46be-9cb9-2d44d2a85757,user-6,66873
product-523,3,OrderEvent,f347d7fa-9a68-4454-8f31-865ddfe9a056,user-233,66874
product-115,1,OrderEvent,eb3f95cb-ab7b-4103-a57a-fce3c0512ba5,user-2,66875
product-216,3,OrderEvent,24654f6e-2f04-4c85-9cdc-86f6ebdc94aa,user-50,66876
product-167,3,OrderEvent,7d89d60d-9d11-4747-8f33-265b3eb043cc,user-79,66877
product-79,3,OrderEvent,4b5f96b4-1a5c-4819-939f-33dadccd8b67,user-200,66878
product-130,2,OrderEvent,b89d7f96-c0cc-435f-844b-c11cf32b8d2f,user-68,66879
product-165,3,OrderEvent,264ba3b4-7e7a-436e-8c72-3958bad82ff1,user-77,66880
product-104,2,OrderEvent,264ba3b4-7e7a-436e-8c72-3958bad82ff1,user-77,66880
product-345,1,OrderEvent,13270433-44de-4c60-8a29-71eca8fc93bb,user-212,66881
product-480,2,OrderEvent,55f05956-4ebb-4f61-a985-0dbf69a4d0e8,user-155,66882
product-519,3,OrderEvent,6d8a0824-ddcc-44f5-974b-c41fa9b98320,user-375,66883
product-383,2,OrderEvent,48c59ae7-1bd8-465b-b446-67011b912c84,user-192,66884
product-142,2,OrderEvent,1f242996-ee87-4bd0-9cda-3f9676fa76e3,user-21,66885
product-63,3,OrderEvent,69f21aaf-4923-46e3-873f-d1a3884ffb72,user-106,66886
product-72,2,OrderEvent,79314cc7-6716-4f2d-94e6-3596c80c8947,user-141,66887
product-240,3,OrderEvent,e7cbe794-b55a-46bb-bf2a-6d9a3db098c7,user-61,66888
product-158,2,OrderEvent,faa9dfbf-1c5e-4495-9f68-b883ea21ef60,user-87,66889
product-294,1,OrderEvent,f6ec60a7-6bf8-4cea-aa26-44f7f366e426,user-136,66890
product-997,1,OrderEvent,f6ec60a7-6bf8-4cea-aa26-44f7f366e426,user-136,66890
product-200,2,OrderEvent,40b4d53d-6db6-4fbf-bff0-4ca65eb6d2b7,user-1,66891
product-118,2,OrderEvent,b659f3e6-6673-4ded-9276-cf41231762f9,user-97,66892
product-374,1,OrderEvent,bdb0b266-4e4b-4469-888e-62f7c8a55e91,user-123,66893
product-118,3,OrderEvent,3f0b04f0-b4ea-40c3-9bed-bf2b75ec20fd,user-78,66894
product-569,1,OrderEvent,1547b397-2c4f-4287-be28-59b9e2a0d149,user-245,66895
product-80,3,OrderEvent,6bef3eec-82e2-4118-8781-c54b4ffd9b7f,user-53,66896
product-238,1,OrderEvent,471b6ab3-ed63-4fd6-be27-032946888689,user-123,66897
product-319,1,OrderEvent,ab60dc6f-625c-453e-a218-3e784092dc6b,user-58,66898
product-25,3,OrderEvent,b7650b3b-b098-4742-9d5e-3859fb9b1c63,user-15,66899
product-446,1,OrderEvent,e5b387a0-cb3c-43b1-9268-e5595577580a,user-298,66900
product-113,2,OrderEvent,e5b387a0-cb3c-43b1-9268-e5595577580a,user-298,66900
product-589,2,OrderEvent,2cb9124c-320d-4328-8e04-073ba08cceb2,user-64,66901
product-441,2,OrderEvent,6dedf20c-6f47-4656-a2f0-b643a5539d94,user-92,66902
product-430,2,OrderEvent,5883131c-6776-4c88-8b75-98ea69f37054,user-232,66903
product-153,3,OrderEvent,cf0646b0-fc59-4983-adee-04f34c2438b2,user-37,66904
product-421,2,OrderEvent,cf0646b0-fc59-4983-adee-04f34c2438b2,user-37,66904
product-135,1,OrderEvent,99b9e408-cf61-4c2a-9701-8d9817e90dfa,user-110,66905
product-134,2,OrderEvent,f26032de-7ed1-4383-9986-31861846aa22,user-60,66906
product-125,2,OrderEvent,e163cefb-2170-44a5-bc88-b33a34fea862,user-89,66907
product-70,3,OrderEvent,34ff616c-3699-461d-88bd-65b6b47aaf77,user-107,66908
product-226,1,OrderEvent,a41024c2-93f3-4e85-a8c8-4bfcb6854eae,user-333,66909
product-129,1,OrderEvent,e703173f-2772-49ad-837b-6432f4ca23b9,user-381,66910
product-146,1,OrderEvent,e703173f-2772-49ad-837b-6432f4ca23b9,user-381,66910
product-246,1,OrderEvent,3b47386b-0c0f-41bf-b5fe-72836a8cbc47,user-21,66911
product-322,2,OrderEvent,acb18043-6e64-42e8-9e18-5d14cbfb8b14,user-239,66912
product-569,3,OrderEvent,ba3aa83f-34bd-43a5-ad02-4fbda52c9ca6,user-227,66913
product-116,2,OrderEvent,c22c4879-cb3c-476d-ade8-e87ff4d88226,user-344,66914
product-342,2,OrderEvent,0bde3648-507c-4c50-90da-18fb8e72edc2,user-54,66915
product-361,1,OrderEvent,66303ca7-d0f1-4584-9ba8-908b646c94ca,user-333,66916
product-269,1,OrderEvent,15aaa5bb-cc26-4b3e-b79a-9f567659148c,user-283,66917
product-412,3,OrderEvent,9dd18145-a431-4238-9681-76cda23b3c1d,user-162,66918
product-56,2,OrderEvent,c38678be-eceb-4a72-88c8-837e104ad224,user-16,66919
product-125,2,OrderEvent,0a9d58ee-496b-4438-a4cb-117da8feddd9,user-231,66920
product-553,1,OrderEvent,0a9d58ee-496b-4438-a4cb-117da8feddd9,user-231,66920
product-593,1,OrderEvent,a1680f1d-0a94-4eae-ba1e-f6d94a44e063,user-355,66921
product-852,3,OrderEvent,ce420deb-abdc-462b-9e65-5ffba5ef9c81,user-282,66922
product-813,2,OrderEvent,74e00930-44b9-44cb-8bff-dd2e7d19b106,user-400,66923
product-397,3,OrderEvent,13422696-3b13-4bc3-9e63-ab3f9babd96e,user-215,66924
product-83,2,OrderEvent,1ff39c0e-e1b9-431d-bb5b-716512324059,user-204,66925
product-661,3,OrderEvent,b5037286-b541-44c2-a39a-1bfeb99c064a,user-180,66926
product-73,2,OrderEvent,09ac2f8e-044d-4f27-b3d2-c79a1c81863b,user-262,66927
product-330,2,OrderEvent,ce3078ea-c4d9-4418-947c-99a901d5d66c,user-168,66928
product-186,1,OrderEvent,ce3078ea-c4d9-4418-947c-99a901d5d66c,user-168,66928
product-91,2,OrderEvent,f3d22b88-3cd4-4c8d-bbf8-69230ce0d367,user-115,66929
product-57,2,OrderEvent,322ff927-da1a-4ba2-9c13-33aa1dd4ea31,user-73,66930
product-12,1,OrderEvent,322ff927-da1a-4ba2-9c13-33aa1dd4ea31,user-73,66930
product-86,2,OrderEvent,0d0b0171-65c7-40d3-aed5-af1b986f7d73,user-390,66931
product-297,3,OrderEvent,ae5edd4d-cd7b-4a86-a3c6-42eb521a8184,user-79,66932
product-348,1,OrderEvent,4e2385c7-44ce-4972-8c13-0d801f5743d1,user-74,66933
product-154,3,OrderEvent,639b21b9-7d9f-4ddd-bef6-8ef42eb96a22,user-65,66934
product-256,1,OrderEvent,e5071867-9f92-42a8-a172-b4388c6a406d,user-496,66935
product-185,1,OrderEvent,71329c7e-33ad-4970-aff0-a8621fdce3f2,user-122,66936
product-24,1,OrderEvent,71329c7e-33ad-4970-aff0-a8621fdce3f2,user-122,66936
product-251,3,OrderEvent,9d6fa259-8b5a-4e73-881b-9f309b315f71,user-172,66937
product-258,1,OrderEvent,bc55dcf3-b718-45ac-985e-8c0dc9eafae0,user-123,66938
product-253,2,OrderEvent,55a42bad-88b6-45c7-aa6b-c15ecab914a2,user-383,66939
product-364,2,OrderEvent,06044623-837a-4a17-8934-c5b04e955450,user-494,66940
product-474,2,OrderEvent,06044623-837a-4a17-8934-c5b04e955450,user-494,66940
product-119,3,OrderEvent,30c29f9b-9397-4dd5-ac16-dc02baa60a3d,user-440,66941
product-10,1,OrderEvent,2dcc11a6-b973-46c5-b73c-ca081cb862a1,user-20,66942
product-337,3,OrderEvent,71b82a8a-1c54-46a7-b9fa-21efaa7aea85,user-122,66943
product-226,2,OrderEvent,28103ea4-6d12-4c04-9029-fb9faf0a97df,user-182,66944
product-353,2,OrderEvent,28103ea4-6d12-4c04-9029-fb9faf0a97df,user-182,66944
product-221,3,OrderEvent,e5abbda9-a022-4e71-975e-7c9fa7f8015d,user-74,66945
product-98,2,OrderEvent,79c7adf7-c511-4a3f-8e7d-53704b9e3b4f,user-33,66946
product-26,3,OrderEvent,8f484584-8285-406f-8049-cd101fd14b32,user-234,66947
product-104,1,OrderEvent,0592700f-ea31-4294-9d4f-4de328bcebb8,user-121,66948
product-620,2,OrderEvent,f972bdf2-7fac-49b2-b2c1-f33c636b6c73,user-45,66949
product-84,1,OrderEvent,506c726b-cbbe-42bb-9325-8f716e6f2e45,user-76,66950
product-498,1,OrderEvent,506c726b-cbbe-42bb-9325-8f716e6f2e45,user-76,66950
product-11,3,OrderEvent,13b68a6a-658a-42a7-a429-7fc2d05f31df,user-228,66951
product-311,2,OrderEvent,17a7faef-21f0-4c78-8736-aa16415b2303,user-192,66952
product-300,3,OrderEvent,7f60412a-bbd2-4364-b721-f861f86858d3,user-109,66953
product-374,3,OrderEvent,6f89b202-f534-4b89-a135-5300ce03df28,user-48,66954
product-225,1,OrderEvent,2c22e221-11e2-4d80-a740-483a36f95157,user-99,66955
product-21,3,OrderEvent,2c0657cd-a31b-4540-abb4-4a7c2e2cb4db,user-305,66956
product-374,1,OrderEvent,3346de0a-714e-4539-bdf1-c4d9f7d42919,user-196,66957
product-84,2,OrderEvent,f509ec14-f56c-4505-a6d0-db652f14f2c7,user-36,66958
product-432,3,OrderEvent,927f7820-ceb8-45ff-b627-fca2bf055513,user-410,66959
product-383,3,OrderEvent,ded891b8-cf2a-46aa-bc8d-1ddee721dffe,user-148,66960
product-118,2,OrderEvent,ded891b8-cf2a-46aa-bc8d-1ddee721dffe,user-148,66960
product-224,1,OrderEvent,113e8a80-8960-4de6-9cf9-6450ddb3a4e1,user-294,66961
product-79,2,OrderEvent,3721f2cc-4d0d-4e97-a3c9-cb6a0bfce924,user-92,66962
product-157,2,OrderEvent,15c43924-df3f-4c3d-b51f-65864e43662f,user-254,66963
product-415,1,OrderEvent,14d94f53-5994-49da-a6ca-e696947b2b9b,user-97,66964
product-36,1,OrderEvent,72660373-ee72-47cc-9e7b-dcf713661b54,user-196,66965
product-454,2,OrderEvent,4642098e-1d5a-48ba-8146-1fa4a6fca97b,user-104,66966
product-372,1,OrderEvent,62837c98-3497-4081-840a-c1be38caa172,user-112,66967
product-93,2,OrderEvent,14db3266-a713-4ec6-b01d-64412a3eb0b0,user-199,66968
product-498,2,OrderEvent,14db3266-a713-4ec6-b01d-64412a3eb0b0,user-199,66968
product-97,2,OrderEvent,e6421056-43de-41dd-b386-fbe1aa12c909,user-312,66969
product-113,1,OrderEvent,9018f62f-e344-4bfa-9584-93938601006d,user-45,66970
product-201,2,OrderEvent,9018f62f-e344-4bfa-9584-93938601006d,user-45,66970
product-170,1,OrderEvent,540bddd2-d340-4857-87fb-26f8333bd092,user-78,66971
product-232,3,OrderEvent,39e74882-8246-43ca-ac87-d6ac4eda9e55,user-185,66972
product-7,1,OrderEvent,0e8fbba7-d55d-4501-ae8d-e9e0b26a966d,user-143,66973
product-95,3,OrderEvent,3ce82fc4-3ecb-4147-b91d-cd8d3a16eb6e,user-135,66974
product-187,1,OrderEvent,b526bc9e-1262-4fb0-9c0c-3c000f0a1d1b,user-291,66975
product-30,1,OrderEvent,03d88fd3-0c04-410e-961b-a4ed9c7f7f66,user-60,66976
product-614,2,OrderEvent,03d88fd3-0c04-410e-961b-a4ed9c7f7f66,user-60,66976
product-480,3,OrderEvent,ec97bac3-248d-4257-b25c-bb0169d0ff25,user-119,66977
product-165,2,OrderEvent,c9949caa-aa1b-4102-a267-0b635319c5fa,user-18,66978
product-5,1,OrderEvent,72d4dcf8-8a71-47eb-ad47-94ed514f7171,user-181,66979
product-54,2,OrderEvent,c2466c2e-bf1d-480c-905b-94aeea8c961a,user-91,66980
product-169,3,OrderEvent,0a45a041-a256-42d5-9757-a7f6b8cb00d3,user-7,66981
product-236,2,OrderEvent,aedcb702-3f5e-40b2-b689-9330a28499b6,user-88,66982
product-39,1,OrderEvent,ebb7ce3a-a9ab-4764-96d1-d22f04cded1b,user-24,66983
product-33,1,OrderEvent,40a14de8-67bf-4ee8-be60-5595b49170c2,user-401,66984
